Merk,Model,Tahun Produksi,Jarak Tempuh,Warna,Engine CC,Transmission,Seat Capacity,Harga,Fuel Type,Umur Mobil
Lexus,Lx,2025.0,2500.0,Black,3445.0,Automatic,4.0,3500000000.0,Petrol,0.0
Land,Rover,2015.0,37500.0,White,1999.0,Automatic,5.0,380000000.0,Petrol,10.0
Toyota,Alphard,2023.0,7500.0,Black,2500.0,Automatic,7.0,1395000000.0,Hybrid,2.0
Bmw,X5,2024.0,17500.0,Black,2998.0,Automatic,5.0,1375000000.0,Petrol,1.0
Mercedes,Benz,2020.0,2500.0,Black,2999.0,Automatic,5.0,1675000000.0,Petrol,5.0
Chery,Tiggo,2024.0,17500.0,Black,1498.0,Automatic,5.0,170000000.0,Petrol,1.0
Toyota,Rush,2021.0,37500.0,Maroon,1495.0,Automatic,7.0,199000000.0,Petrol,4.0
Honda,Brio,2020.0,47500.0,Grey,1199.0,Automatic,5.0,144000000.0,Petrol,5.0
Honda,Cr,2018.0,82500.0,White,1498.0,Automatic,5.0,269000000.0,Petrol,7.0
Honda,Hr,2023.0,48000.0,Black,1498.0,Automatic,5.0,300000000.0,Petrol,2.0
Toyota,C,2019.0,57500.0,Red,1798.0,Automatic,5.0,285000000.0,Hybrid,6.0
Toyota,Kijang,2018.0,142500.0,Black,1998.0,Automatic,7.0,268000000.0,Petrol,7.0
Toyota,Alphard,2022.0,12500.0,Black,2494.0,Automatic,7.0,785000000.0,Petrol,3.0
Mazda,Cx,2024.0,22500.0,Red,2488.0,Automatic,5.0,475000000.0,Petrol,1.0
Mercedes,Benz,2009.0,62500.0,Silver,3498.0,Automatic,5.0,169000000.0,Petrol,16.0
Wuling,Almaz,2019.0,67500.0,Black,1451.0,Automatic,7.0,157000000.0,Petrol,6.0
Honda,Jazz,2018.0,67500.0,Grey,1497.0,Automatic,5.0,206000000.0,Petrol,7.0
Honda,Jazz,2021.0,42500.0,Black,1497.0,Automatic,5.0,235000000.0,Petrol,4.0
Mercedes,Benz,2015.0,62500.0,Black,2996.0,Automatic,5.0,300000000.0,Petrol,10.0
Suzuki,Sx4,2018.0,37500.0,White,1500.0,Automatic,5.0,170000000.0,Petrol,7.0
Toyota,Fortuner,2022.0,42500.0,Black,2755.0,Automatic,7.0,478000000.0,Diesel,3.0
Lexus,Nx,2015.0,72500.0,Black,1998.0,Automatic,5.0,300000000.0,Petrol,10.0
Mazda,Biante,2014.0,112500.0,Black,1997.0,Automatic,7.0,139000000.0,Petrol,11.0
Toyota,Corolla,2017.0,142500.0,Black,1798.0,Automatic,5.0,175000000.0,Petrol,8.0
Lexus,Es,2015.0,72500.0,Black,2500.0,Automatic,5.0,289000000.0,Hybrid,10.0
Toyota,Yaris,2015.0,72500.0,Black,1497.0,Automatic,5.0,128000000.0,Petrol,10.0
Lexus,Es,2021.0,17500.0,Grey,2487.0,Automatic,5.0,695000000.0,Hybrid,4.0
Mazda,Cx,2021.0,27500.0,Silver,1998.0,Automatic,5.0,360000000.0,Petrol,4.0
Mini,Countryman,2019.0,32500.0,Silver,1499.0,Automatic,5.0,424000000.0,Petrol,6.0
Toyota,Avanza,2021.0,72500.0,White,1496.0,Automatic,7.0,193000000.0,Petrol,4.0
Toyota,Yaris,2023.0,22500.0,White,1496.0,Automatic,5.0,332000000.0,Petrol,2.0
Toyota,Alphard,2019.0,22500.0,Black,2494.0,Automatic,7.0,699000000.0,Petrol,6.0
Honda,Br,2022.0,32500.0,Grey,1498.0,Automatic,7.0,220000000.0,Petrol,3.0
Toyota,Alphard,2012.0,82500.0,White,2362.0,Automatic,7.0,219000000.0,Petrol,13.0
Hyundai,Stargazer,2022.0,37500.0,Black,1497.0,Automatic,7.0,196000000.0,Petrol,3.0
Hyundai,Creta,2023.0,32500.0,Red,1497.0,Automatic,5.0,287000000.0,Petrol,2.0
Toyota,Veloz,2022.0,57500.0,Black,1496.0,Automatic,7.0,243000000.0,Petrol,3.0
Toyota,Avanza,2024.0,37500.0,Black,1496.0,Automatic,7.0,238000000.0,Petrol,1.0
Toyota,Veloz,2022.0,72500.0,Silver,1496.0,Automatic,7.0,224000000.0,Petrol,3.0
Toyota,Alphard,2018.0,42500.0,Black,2494.0,Automatic,7.0,700000000.0,Petrol,7.0
Hyundai,Creta,2023.0,2500.0,Red,1497.0,Automatic,5.0,305000000.0,Petrol,2.0
Mercedes,Benz,2010.0,117500.0,Silver,1796.0,Automatic,5.0,180000000.0,Petrol,15.0
Honda,Cr,2022.0,27500.0,White,1498.0,Automatic,5.0,450000000.0,Petrol,3.0
Honda,Odyssey,2021.0,37500.0,Black,2356.0,Automatic,7.0,620000000.0,Petrol,4.0
Toyota,Voxy,2024.0,7500.0,White,1986.0,Automatic,7.0,500000000.0,Petrol,1.0
Kia,Grand,2024.0,2500.0,Black,2151.0,Automatic,7.0,870000000.0,Diesel,1.0
Honda,Cr,2022.0,37500.0,Grey,1498.0,Automatic,5.0,450000000.0,Petrol,3.0
Mitsubishi,Pajero,2018.0,72500.0,White,2442.0,Automatic,7.0,380000000.0,Diesel,7.0
Toyota,Fortuner,2022.0,17500.0,Black,2755.0,Automatic,7.0,510000000.0,Diesel,3.0
Toyota,Kijang,2019.0,87500.0,White,1998.0,Automatic,8.0,225000000.0,Petrol,6.0
Toyota,Avanza,2021.0,117500.0,White,1329.0,Manual,7.0,143000000.0,Petrol,4.0
Suzuki,Grand,2013.0,152500.0,Black,2393.0,Manual,5.0,110000000.0,Petrol,12.0
Toyota,Kijang,2023.0,22500.0,Black,1998.0,Automatic,8.0,355000000.0,Petrol,2.0
Bmw,X1,2021.0,22500.0,Black,1499.0,Automatic,5.0,437000000.0,Petrol,4.0
Lexus,Rx,2012.0,157500.0,White,2672.0,Automatic,5.0,178000000.0,Petrol,13.0
Dfsk,Glory,2019.0,72500.0,Red,1498.0,Automatic,7.0,107000000.0,Petrol,6.0
Honda,Brio,2017.0,57500.0,Black,1199.0,Automatic,5.0,132000000.0,Petrol,8.0
Honda,Hr,2017.0,122500.0,Grey,1799.0,Automatic,5.0,185000000.0,Petrol,8.0
Suzuki,Xl7,2023.0,17500.0,Brown,1500.0,Manual,7.0,224000000.0,Hybrid,2.0
Mitsubishi,Xpander,2019.0,75240.0,Silver,1499.0,Automatic,7.0,192000000.0,Petrol,6.0
Mitsubishi,Xpander,2023.0,25830.0,Black,1499.0,Automatic,7.0,213000000.0,Petrol,2.0
Mitsubishi,Xpander,2023.0,24074.0,Black,1499.0,Automatic,7.0,213000000.0,Petrol,2.0
Mitsubishi,Xpander,2023.0,24775.0,Black,1499.0,Automatic,7.0,213000000.0,Petrol,2.0
Mitsubishi,Xpander,2021.0,44872.0,Grey,1499.0,Automatic,7.0,228000000.0,Petrol,4.0
Toyota,Yaris,2013.0,92500.0,White,1497.0,Automatic,5.0,128000000.0,Petrol,12.0
Toyota,Alphard,2024.0,2500.0,White,2500.0,Automatic,7.0,1350000000.0,Petrol,1.0
Hyundai,Palisade,2023.0,7500.0,Black,2199.0,Automatic,7.0,785000000.0,Diesel,2.0
Rolls,Royce,2011.0,7500.0,Black,6600.0,Automatic,5.0,4250000000.0,Petrol,14.0
Ford,Mustang,2019.0,12500.0,Orange,2261.0,Automatic,4.0,999000000.0,Petrol,6.0
Toyota,Camry,2022.0,27500.0,Black,2487.0,Automatic,5.0,410000000.0,Petrol,3.0
Mercedes,Benz,2017.0,22500.0,White,2996.0,Automatic,5.0,635000000.0,Petrol,8.0
Mazda,Cx,2022.0,22500.0,Red,2488.0,Automatic,5.0,415000000.0,Petrol,3.0
Mazda,Cx,2023.0,17500.0,Black,2488.0,Automatic,5.0,440000000.0,Petrol,2.0
Toyota,Alphard,2015.0,37500.0,White,2362.0,Automatic,7.0,505000000.0,Petrol,10.0
Toyota,Land,2024.0,2500.0,Brown,2800.0,Automatic,5.0,1845000000.0,Diesel,1.0
Bmw,530I,2018.0,22500.0,White,1998.0,Automatic,5.0,435000000.0,Petrol,7.0
Toyota,Alphard,2024.0,2500.0,Black,2500.0,Automatic,7.0,1350000000.0,Petrol,1.0
Toyota,Alphard,2023.0,2500.0,Black,2500.0,Automatic,7.0,1275000000.0,Petrol,2.0
Honda,Br,2016.0,72500.0,White,1497.0,Automatic,7.0,160000000.0,Petrol,9.0
Mitsubishi,Xpander,2018.0,117500.0,Black,1499.0,Automatic,7.0,160000000.0,Petrol,7.0
Mg,5,2023.0,32500.0,Black,1498.0,Automatic,5.0,238000000.0,Petrol,2.0
Suzuki,Baleno,2020.0,57500.0,Grey,1373.0,Automatic,5.0,169000000.0,Petrol,5.0
Mitsubishi,Xpander,2023.0,22500.0,Black,1499.0,Automatic,7.0,213000000.0,Petrol,2.0
Suzuki,Ertiga,2022.0,37500.0,Silver,1462.0,Automatic,7.0,189000000.0,Petrol,3.0
Toyota,Yaris,2022.0,27500.0,Grey,1495.0,Automatic,5.0,220000000.0,Petrol,3.0
Toyota,Calya,2022.0,22500.0,Silver,1197.0,Automatic,7.0,118000000.0,Petrol,3.0
Honda,Hr,2018.0,82500.0,Silver,1497.0,Automatic,5.0,168000000.0,Petrol,7.0
Nissan,Grand,2013.0,112500.0,Black,1498.0,Automatic,7.0,90000000.0,Petrol,12.0
Mercedes,Benz,2022.0,12500.0,White,1991.0,Automatic,5.0,855000000.0,Petrol,3.0
Mercedes,Benz,2014.0,7500.0,White,1991.0,Automatic,4.0,495000000.0,Petrol,11.0
Mitsubishi,Xpander,2018.0,47500.0,Black,1499.0,Automatic,7.0,155000000.0,Petrol,7.0
Honda,Br,2023.0,32500.0,Grey,1498.0,Automatic,7.0,191000000.0,Petrol,2.0
Suzuki,Ertiga,2023.0,27500.0,Black,1462.0,Automatic,7.0,188000000.0,Hybrid,2.0
Daihatsu,Terios,2022.0,47500.0,Silver,1496.0,Automatic,7.0,194000000.0,Petrol,3.0
Hyundai,Palisade,2023.0,12500.0,Blue,2199.0,Automatic,7.0,740000000.0,Diesel,2.0
Mitsubishi,Xpander,2022.0,77500.0,Black,1499.0,Automatic,7.0,215000000.0,Petrol,3.0
Bmw,320I,2023.0,17500.0,Black,1995.0,Automatic,5.0,658000000.0,Petrol,2.0
Mitsubishi,Pajero,2018.0,107500.0,White,2442.0,Automatic,7.0,370000000.0,Diesel,7.0
Toyota,Avanza,2020.0,42500.0,White,1329.0,Automatic,7.0,170000000.0,Petrol,5.0
Honda,Cr,2019.0,87500.0,Grey,1498.0,Automatic,5.0,300000000.0,Petrol,6.0
Daihatsu,Xenia,2022.0,42500.0,Grey,1329.0,Automatic,7.0,170000000.0,Petrol,3.0
Toyota,Rush,2023.0,22500.0,Black,1496.0,Automatic,7.0,230000000.0,Petrol,2.0
Nissan,X,2012.0,117500.0,Grey,2488.0,Automatic,7.0,110000000.0,Petrol,13.0
Mitsubishi,Pajero,2019.0,92500.0,Black,2442.0,Automatic,7.0,318000000.0,Diesel,6.0
Daihatsu,Xenia,2018.0,107500.0,White,1329.0,Manual,7.0,120000000.0,Petrol,7.0
Mercedes,Benz,2020.0,27500.0,Black,2999.0,Automatic,7.0,1068000000.0,Petrol,5.0
Toyota,Vellfire,2014.0,117500.0,White,2362.0,Automatic,7.0,265000000.0,Petrol,11.0
Kia,Seltos,2020.0,42500.0,Grey,1353.0,Automatic,5.0,190000000.0,Petrol,5.0
Mercedes,Benz,2014.0,7500.0,Black,4663.0,Automatic,5.0,925000000.0,Petrol,11.0
Daihatsu,Rocky,2021.0,42500.0,White,1198.0,Automatic,5.0,168000000.0,Petrol,4.0
Honda,Brio,2016.0,92500.0,White,1199.0,Automatic,5.0,175000000.0,Petrol,9.0
Toyota,Avanza,2016.0,102500.0,Black,1329.0,Manual,7.0,123000000.0,Petrol,9.0
Bmw,X1,2012.0,122500.0,Black,1995.0,Automatic,5.0,155000000.0,Petrol,13.0
Mercedes,Benz,2018.0,32500.0,Black,1991.0,Automatic,5.0,425000000.0,Petrol,7.0
Toyota,Rush,2021.0,72500.0,Black,1495.0,Automatic,7.0,194000000.0,Petrol,4.0
Toyota,Fortuner,2021.0,67500.0,Grey,2393.0,Automatic,7.0,400000000.0,Diesel,4.0
Toyota,Kijang,2017.0,92500.0,White,1998.0,Automatic,8.0,240000000.0,Petrol,8.0
Bmw,320I,2017.0,72500.0,Black,1995.0,Automatic,5.0,300000000.0,Petrol,8.0
Wuling,Almaz,2019.0,37500.0,Grey,1451.0,Automatic,5.0,155000000.0,Petrol,6.0
Mitsubishi,Xpander,2021.0,57500.0,White,1499.0,Automatic,7.0,225000000.0,Petrol,4.0
Honda,Hr,2016.0,77500.0,White,1497.0,Automatic,5.0,190000000.0,Petrol,9.0
Toyota,Calya,2024.0,17500.0,Black,1197.0,Manual,7.0,130000000.0,Petrol,1.0
Honda,Brio,2019.0,52500.0,White,1199.0,Automatic,5.0,145000000.0,Petrol,6.0
Honda,Civic,2017.0,52500.0,White,1498.0,Automatic,5.0,310000000.0,Petrol,8.0
Honda,Hr,2016.0,37500.0,White,1497.0,Automatic,5.0,175000000.0,Petrol,9.0
Nissan,Grand,2014.0,72500.0,Silver,1498.0,Automatic,7.0,112000000.0,Petrol,11.0
Toyota,Kijang,2020.0,92500.0,White,1998.0,Automatic,8.0,230000000.0,Petrol,5.0
Toyota,Kijang,2022.0,52500.0,Black,1998.0,Automatic,8.0,365000000.0,Petrol,3.0
Bmw,X5,2015.0,37500.0,White,2979.0,Automatic,5.0,435000000.0,Petrol,10.0
Mercedes,Benz,2014.0,67500.0,Black,1796.0,Automatic,5.0,295000000.0,Petrol,11.0
Bmw,X5,2021.0,22500.0,Black,2998.0,Automatic,5.0,817000000.0,Petrol,4.0
Bmw,X5,2021.0,27500.0,White,2998.0,Automatic,5.0,826000000.0,Petrol,4.0
Bmw,530I,2021.0,12500.0,White,1998.0,Automatic,5.0,588000000.0,Petrol,4.0
Honda,Accord,2020.0,62500.0,Black,1498.0,Automatic,5.0,345000000.0,Petrol,5.0
Toyota,Camry,2017.0,67500.0,Black,2494.0,Automatic,5.0,210000000.0,Petrol,8.0
Honda,Hr,2021.0,67500.0,Black,1497.0,Automatic,5.0,200000000.0,Petrol,4.0
Toyota,Kijang,2022.0,72500.0,Black,1998.0,Automatic,8.0,329000000.0,Petrol,3.0
Toyota,Camry,2021.0,37500.0,Black,2487.0,Automatic,5.0,425000000.0,Petrol,4.0
Toyota,Kijang,2010.0,122500.0,Silver,2494.0,Automatic,8.0,175000000.0,Diesel,15.0
Toyota,Kijang,2019.0,72500.0,Black,1998.0,Automatic,7.0,285000000.0,Petrol,6.0
Toyota,Camry,2022.0,42500.0,Black,2487.0,Automatic,5.0,450000000.0,Petrol,3.0
Toyota,Voxy,2023.0,32500.0,Black,1986.0,Automatic,5.0,450000000.0,Petrol,2.0
Toyota,Veloz,2022.0,42500.0,Black,1496.0,Manual,7.0,195000000.0,Petrol,3.0
Nissan,Livina,2021.0,47500.0,Black,1499.0,Automatic,7.0,188000000.0,Petrol,4.0
Honda,Accord,2014.0,117500.0,Black,2356.0,Automatic,5.0,160000000.0,Petrol,11.0
Toyota,Camry,2010.0,102500.0,Black,2362.0,Automatic,5.0,130000000.0,Petrol,15.0
Toyota,Kijang,2022.0,42500.0,Black,1998.0,Automatic,7.0,345000000.0,Petrol,3.0
Mitsubishi,Pajero,2019.0,57500.0,Black,2442.0,Automatic,7.0,370000000.0,Diesel,6.0
Hyundai,Stargazer,2023.0,32500.0,Grey,1497.0,Automatic,7.0,210000000.0,Petrol,2.0
Toyota,Kijang,2019.0,37500.0,Grey,1998.0,Automatic,7.0,285000000.0,Petrol,6.0
Honda,Br,2021.0,42500.0,White,1498.0,Automatic,7.0,194000000.0,Petrol,4.0
Mitsubishi,Triton,2019.0,72500.0,Silver,2477.0,Manual,5.0,319000000.0,Diesel,6.0
Honda,Hr,2017.0,82500.0,Black,1497.0,Automatic,5.0,168000000.0,Petrol,8.0
Ford,Everest,2014.0,127500.0,Black,2499.0,Automatic,7.0,200000000.0,Diesel,11.0
Toyota,Kijang,2019.0,147500.0,Grey,1998.0,Automatic,8.0,255000000.0,Petrol,6.0
Hyundai,Stargazer,2023.0,17500.0,Black,1497.0,Automatic,7.0,210000000.0,Petrol,2.0
Honda,Br,2022.0,47500.0,Black,1498.0,Automatic,7.0,224000000.0,Petrol,3.0
Honda,Hr,2018.0,87500.0,Grey,1497.0,Automatic,5.0,175000000.0,Petrol,7.0
Toyota,Rush,2021.0,42500.0,Maroon,1495.0,Manual,7.0,199000000.0,Petrol,4.0
Honda,Hr,2017.0,37500.0,Grey,1497.0,Automatic,5.0,180000000.0,Petrol,8.0
Porsche,Cayenne,2010.0,42500.0,White,4806.0,Automatic,5.0,750000000.0,Petrol,15.0
Nissan,Kicks,2020.0,89000.0,Black,1198.0,Automatic,5.0,185000000.0,Petrol,5.0
Bentley,Continental,2012.0,2500.0,White,5998.0,Automatic,5.0,1350000000.0,Petrol,13.0
Lexus,Rx,2021.0,17500.0,Black,1998.0,Automatic,5.0,895000000.0,Petrol,4.0
Porsche,911,2023.0,2500.0,Yellow,3800.0,Automatic,4.0,7350000000.0,Petrol,2.0
Daihatsu,Ayla,2019.0,67500.0,White,1197.0,Automatic,5.0,113000000.0,Petrol,6.0
Nissan,Kicks,2020.0,81000.0,White,1198.0,Automatic,5.0,185000000.0,Petrol,5.0
Bmw,520I,2020.0,47500.0,Black,1998.0,Automatic,5.0,579000000.0,Petrol,5.0
Mitsubishi,Pajero,2023.0,27500.0,Brown,2442.0,Automatic,7.0,551000000.0,Diesel,2.0
Toyota,Avanza,2024.0,7500.0,Silver,1496.0,Manual,7.0,200000000.0,Petrol,1.0
Honda,Wr,2023.0,12500.0,Red,1498.0,Automatic,5.0,230000000.0,Petrol,2.0
Hyundai,Stargazer,2023.0,15659.0,Silver,1497.0,Automatic,7.0,195000000.0,Petrol,2.0
Hyundai,Stargazer,2022.0,38142.0,White,1497.0,Automatic,7.0,202000000.0,Petrol,3.0
Nissan,March,2018.0,35905.0,White,1198.0,Manual,5.0,98000000.0,Petrol,7.0
Nissan,X,2018.0,74802.0,Black,2488.0,Automatic,7.0,185000000.0,Petrol,7.0
Nissan,Serena,2019.0,54024.0,White,1997.0,Automatic,7.0,228000000.0,Petrol,6.0
Wuling,Cortez,2018.0,70499.0,Black,1798.0,Manual,7.0,131000000.0,Petrol,7.0
Bmw,330I,2022.0,14413.0,Black,1998.0,Automatic,5.0,715000000.0,Petrol,3.0
Toyota,Veloz,2022.0,27500.0,Silver,1496.0,Automatic,7.0,214000000.0,Petrol,3.0
Hyundai,Stargazer,2024.0,22500.0,White,1497.0,Automatic,7.0,265000000.0,Petrol,1.0
Mitsubishi,Xpander,2023.0,27500.0,Black,1499.0,Automatic,7.0,213000000.0,Petrol,2.0
Mitsubishi,Pajero,2018.0,57500.0,White,2442.0,Automatic,7.0,344000000.0,Diesel,7.0
Toyota,Raize,2024.0,7500.0,White,1198.0,Automatic,5.0,223000000.0,Petrol,1.0
Hyundai,Creta,2024.0,12500.0,Black,1497.0,Automatic,5.0,306000000.0,Petrol,1.0
Hyundai,Stargazer,2024.0,7500.0,Grey,1497.0,Automatic,7.0,235000000.0,Petrol,1.0
Hyundai,Stargazer,2023.0,12500.0,Grey,1497.0,Automatic,7.0,209000000.0,Petrol,2.0
Chevrolet,Trax,2019.0,72500.0,Brown,1364.0,Automatic,5.0,150000000.0,Petrol,6.0
Honda,Jazz,2016.0,87500.0,Red,1497.0,Automatic,5.0,178000000.0,Petrol,9.0
Toyota,Veloz,2022.0,32500.0,Black,1496.0,Automatic,7.0,235000000.0,Petrol,3.0
Mazda,2,2022.0,47500.0,Red,1496.0,Automatic,5.0,210000000.0,Petrol,3.0
Hyundai,Creta,2022.0,52500.0,Grey,1497.0,Automatic,5.0,255000000.0,Petrol,3.0
Honda,Brio,2020.0,72500.0,Orange,1199.0,Automatic,5.0,148000000.0,Petrol,5.0
Honda,Hr,2022.0,27500.0,Grey,1498.0,Automatic,5.0,315000000.0,Petrol,3.0
Honda,Brio,2023.0,37500.0,Grey,1199.0,Automatic,5.0,159000000.0,Petrol,2.0
Mazda,Cx,2014.0,102500.0,Grey,2488.0,Automatic,5.0,160000000.0,Petrol,11.0
Bmw,520I,2023.0,3000.0,Black,1998.0,Automatic,5.0,795000000.0,Petrol,2.0
Mercedes,Benz,2023.0,2500.0,White,1332.0,Automatic,5.0,615000000.0,Petrol,2.0
Mercedes,Benz,2023.0,2500.0,Black,1496.0,Automatic,5.0,720000000.0,Petrol,2.0
Hyundai,Creta,2022.0,52500.0,Grey,1497.0,Automatic,5.0,249000000.0,Petrol,3.0
Honda,Brio,2023.0,22500.0,Grey,1199.0,Automatic,5.0,155000000.0,Petrol,2.0
Daihatsu,Sigra,2024.0,7500.0,Grey,1197.0,Automatic,7.0,137000000.0,Petrol,1.0
Mitsubishi,Pajero,2022.0,62500.0,White,2442.0,Automatic,7.0,459000000.0,Diesel,3.0
Toyota,Raize,2021.0,27500.0,White,998.0,Automatic,5.0,193000000.0,Petrol,4.0
Mitsubishi,Xpander,2019.0,47500.0,Silver,1499.0,Automatic,7.0,191000000.0,Petrol,6.0
Suzuki,Sx4,2019.0,62500.0,White,1500.0,Automatic,5.0,178000000.0,Petrol,6.0
Suzuki,Ertiga,2018.0,42500.0,White,1373.0,Manual,7.0,135000000.0,Petrol,7.0
Honda,Brio,2021.0,42500.0,Grey,1199.0,Automatic,5.0,162000000.0,Petrol,4.0
Toyota,Raize,2023.0,17500.0,Grey,998.0,Automatic,5.0,198000000.0,Petrol,2.0
Toyota,Avanza,2024.0,2500.0,White,1496.0,Automatic,7.0,217000000.0,Petrol,1.0
Toyota,Kijang,2019.0,42500.0,Silver,1998.0,Automatic,8.0,243000000.0,Petrol,6.0
Toyota,Hiace,2024.0,22500.0,White,2982.0,Manual,16.0,525000000.0,Diesel,1.0
Toyota,Calya,2020.0,42500.0,Silver,1197.0,Automatic,7.0,118000000.0,Petrol,5.0
Toyota,Voxy,2019.0,42500.0,Black,1986.0,Automatic,7.0,295000000.0,Petrol,6.0
Dfsk,Glory,2019.0,37500.0,Black,1498.0,Automatic,7.0,135000000.0,Petrol,6.0
Mitsubishi,Xpander,2023.0,17500.0,White,1499.0,Automatic,7.0,257000000.0,Petrol,2.0
Mazda,Biante,2012.0,152500.0,White,1997.0,Automatic,7.0,119000000.0,Petrol,13.0
Toyota,Alphard,2012.0,122500.0,Black,2362.0,Automatic,7.0,205000000.0,Petrol,13.0
Honda,Hr,2023.0,32500.0,Black,1498.0,Automatic,5.0,299000000.0,Petrol,2.0
Kia,Sonet,2023.0,17500.0,Black,1497.0,Automatic,5.0,229000000.0,Petrol,2.0
Hyundai,Stargazer,2022.0,2500.0,White,1497.0,Automatic,7.0,203000000.0,Petrol,3.0
Lexus,Rx,2013.0,77000.0,Black,2672.0,Automatic,5.0,266000000.0,Petrol,12.0
Honda,Hr,2015.0,82500.0,White,1497.0,Automatic,5.0,152000000.0,Petrol,10.0
Toyota,Kijang,2019.0,37500.0,Silver,1998.0,Automatic,8.0,243000000.0,Petrol,6.0
Kia,Sonet,2023.0,12500.0,Black,1497.0,Automatic,5.0,229000000.0,Petrol,2.0
Toyota,Fortuner,2017.0,92500.0,Black,2393.0,Automatic,7.0,388000000.0,Diesel,8.0
Bmw,320I,2017.0,47500.0,White,1995.0,Automatic,5.0,330000000.0,Petrol,8.0
Jeep,Wrangler,2011.0,82500.0,Silver,3778.0,Automatic,5.0,550000000.0,Petrol,14.0
Toyota,Veloz,2022.0,72500.0,Silver,1496.0,Automatic,7.0,210000000.0,Petrol,3.0
Mitsubishi,Pajero,2023.0,17500.0,Black,2442.0,Automatic,7.0,495000000.0,Diesel,2.0
Toyota,Sienta,2021.0,57500.0,Black,1497.0,Automatic,7.0,186000000.0,Petrol,4.0
Daihatsu,Terios,2023.0,12500.0,White,1496.0,Automatic,7.0,218000000.0,Petrol,2.0
Daihatsu,Sirion,2021.0,42500.0,Silver,1329.0,Automatic,5.0,153000000.0,Petrol,4.0
Wuling,Cortez,2018.0,72500.0,Black,1798.0,Manual,7.0,123000000.0,Petrol,7.0
Honda,Br,2024.0,2500.0,Brown,1498.0,Automatic,7.0,248000000.0,Petrol,1.0
Toyota,Avanza,2015.0,82500.0,Black,1495.0,Automatic,7.0,140000000.0,Petrol,10.0
Toyota,Kijang,2023.0,32500.0,Black,1998.0,Automatic,7.0,435000000.0,Hybrid,2.0
Toyota,Alphard,2022.0,17500.0,White,2494.0,Automatic,7.0,820000000.0,Petrol,3.0
Porsche,911,2012.0,22500.0,White,3800.0,Automatic,4.0,2400000000.0,Petrol,13.0
Honda,Cr,2019.0,87500.0,Grey,1498.0,Automatic,5.0,323000000.0,Petrol,6.0
Mitsubishi,Pajero,2023.0,57500.0,Black,2442.0,Automatic,7.0,459000000.0,Diesel,2.0
Bmw,320I,2014.0,42500.0,White,1997.0,Automatic,5.0,232000000.0,Petrol,11.0
Porsche,Cayman,2013.0,7500.0,White,2706.0,Automatic,2.0,1175000000.0,Petrol,12.0
Toyota,Veloz,2021.0,32500.0,Black,1496.0,Automatic,7.0,201000000.0,Petrol,4.0
Toyota,Agya,2022.0,17500.0,Grey,1197.0,Automatic,5.0,130000000.0,Petrol,3.0
Toyota,Vellfire,2018.0,62500.0,White,2494.0,Automatic,7.0,606000000.0,Petrol,7.0
Lexus,Rx,2023.0,7500.0,Grey,2500.0,Automatic,5.0,1345000000.0,Hybrid,2.0
Honda,Freed,2014.0,142500.0,Silver,1497.0,Automatic,7.0,125000000.0,Petrol,11.0
Toyota,Alphard,2016.0,72500.0,Black,2494.0,Automatic,7.0,450000000.0,Petrol,9.0
Toyota,Fortuner,2021.0,62500.0,White,2393.0,Automatic,7.0,420000000.0,Diesel,4.0
Daihatsu,Ayla,2022.0,62500.0,White,1197.0,Automatic,5.0,120000000.0,Petrol,3.0
Mercedes,Benz,2016.0,37500.0,Black,2996.0,Automatic,5.0,499000000.0,Petrol,9.0
Honda,Cr,2015.0,137500.0,White,1997.0,Automatic,5.0,165000000.0,Petrol,10.0
Toyota,Rush,2021.0,37500.0,White,1496.0,Automatic,7.0,215000000.0,Petrol,4.0
Mercedes,Benz,2014.0,37500.0,Black,2996.0,Automatic,7.0,460000000.0,Petrol,11.0
Lamborghini,Urus,2018.0,2500.0,Red,3996.0,Automatic,5.0,8200000000.0,Petrol,7.0
Mercedes,Benz,2016.0,47500.0,Grey,1991.0,Automatic,5.0,347000000.0,Petrol,9.0
Audi,A4,2011.0,52500.0,White,1798.0,Automatic,5.0,128000000.0,Petrol,14.0
Mitsubishi,Pajero,2016.0,77500.0,Black,2442.0,Automatic,7.0,358000000.0,Diesel,9.0
Toyota,Alphard,2021.0,27500.0,Black,2494.0,Automatic,7.0,708000000.0,Petrol,4.0
Honda,Cr,2018.0,82500.0,White,1498.0,Automatic,5.0,273000000.0,Petrol,7.0
Mercedes,Benz,2024.0,2500.0,White,1496.0,Automatic,5.0,810000000.0,Petrol,1.0
Mercedes,Benz,2018.0,17500.0,Black,1991.0,Automatic,5.0,395000000.0,Petrol,7.0
Toyota,Raize,2021.0,62500.0,Silver,998.0,Automatic,5.0,192000000.0,Petrol,4.0
Bmw,X5,2015.0,42500.0,White,2979.0,Automatic,5.0,339000000.0,Petrol,10.0
Peugeot,Rcz,2012.0,42500.0,White,1598.0,Automatic,4.0,339000000.0,Petrol,13.0
Suzuki,Ignis,2020.0,67500.0,Orange,1197.0,Automatic,5.0,133000000.0,Petrol,5.0
Mazda,2,2015.0,87500.0,Red,1496.0,Automatic,5.0,135000000.0,Petrol,10.0
Mazda,Cx,2018.0,72500.0,Red,2488.0,Automatic,5.0,285000000.0,Petrol,7.0
Kia,Seltos,2020.0,42500.0,Blue,1353.0,Automatic,5.0,180000000.0,Diesel,5.0
