Merk,Model,Tahun Produksi,Jarak Tempuh,Warna,Engine CC,Transmission,Seat Capacity,Harga,Fuel Type,Umur Mobil
Mazda,Cx,2017.0,17500.0,Red,1998.0,Automatic,5.0,215000000.0,Petrol,8.0
Mitsubishi,Pajero,2019.0,17500.0,Grey,2442.0,Automatic,7.0,409000000.0,Diesel,6.0
Honda,Br,2022.0,27500.0,White,1498.0,Automatic,7.0,235000000.0,Petrol,3.0
Mercedes,Benz,2020.0,32500.0,Black,1991.0,Automatic,5.0,545000000.0,Petrol,5.0
Toyota,Fortuner,2022.0,47500.0,Black,2694.0,Automatic,7.0,425000000.0,Diesel,3.0
Hyundai,Creta,2024.0,17500.0,Silver,1497.0,Automatic,5.0,303000000.0,Petrol,1.0
Toyota,Camry,2017.0,27500.0,Black,2494.0,Automatic,5.0,235000000.0,Petrol,8.0
Honda,Hr,2024.0,17500.0,Grey,1498.0,Automatic,5.0,330000000.0,Petrol,1.0
Toyota,Fortuner,2021.0,57500.0,Black,2393.0,Automatic,7.0,440000000.0,Diesel,4.0
Daihatsu,Sirion,2022.0,32500.0,Grey,1329.0,Automatic,5.0,167000000.0,Petrol,3.0
Hyundai,Santa,2014.0,142500.0,Black,2359.0,Automatic,5.0,189000000.0,Petrol,11.0
Toyota,Avanza,2024.0,12500.0,White,1329.0,Manual,7.0,201000000.0,Petrol,1.0
Toyota,Veloz,2022.0,57500.0,Silver,1496.0,Automatic,7.0,241000000.0,Petrol,3.0
Mazda,Cx,2012.0,112500.0,Red,2488.0,Automatic,5.0,119000000.0,Petrol,13.0
Mercedes,Benz,2010.0,92500.0,Silver,1699.0,Automatic,5.0,119000000.0,Petrol,15.0
Toyota,Vellfire,2011.0,112500.0,Black,2362.0,Automatic,7.0,199000000.0,Petrol,14.0
Hyundai,H,2012.0,122500.0,Black,2359.0,Automatic,8.0,139000000.0,Petrol,13.0
Mercedes,Benz,2023.0,2500.0,Black,2999.0,Automatic,5.0,2100000000.0,Petrol,2.0
Lexus,Lx,2025.0,2500.0,Black,3445.0,Automatic,4.0,3600000000.0,Petrol,0.0
Peugeot,5008,2020.0,37500.0,White,1598.0,Automatic,7.0,330000000.0,Petrol,5.0
Toyota,Veloz,2023.0,47500.0,Silver,1496.0,Automatic,7.0,228000000.0,Petrol,2.0
Toyota,Fortuner,2022.0,42500.0,White,2755.0,Automatic,7.0,476000000.0,Diesel,3.0
Bmw,530I,2017.0,17500.0,White,1998.0,Automatic,5.0,488000000.0,Petrol,8.0
Toyota,Fortuner,2023.0,47500.0,Black,2755.0,Automatic,7.0,535000000.0,Diesel,2.0
Mercedes,Benz,2014.0,42500.0,Black,3498.0,Automatic,5.0,585000000.0,Hybrid,11.0
Honda,Cr,2017.0,97500.0,Black,1498.0,Automatic,5.0,289000000.0,Petrol,8.0
Toyota,Avanza,2016.0,67500.0,White,1329.0,Automatic,7.0,145000000.0,Petrol,9.0
Toyota,Avanza,2021.0,42500.0,Black,1329.0,Automatic,7.0,180000000.0,Petrol,4.0
Suzuki,Apv,2016.0,77500.0,White,1500.0,Manual,7.0,120000000.0,Petrol,9.0
Mg,Zs,2021.0,27500.0,White,1498.0,Automatic,5.0,165000000.0,Petrol,4.0
Toyota,Kijang,2023.0,37500.0,Black,1998.0,Automatic,8.0,309000000.0,Petrol,2.0
Mazda,Cx,2023.0,17500.0,Red,3283.0,Automatic,5.0,625000000.0,Hybrid,2.0
Suzuki,Xl7,2023.0,17500.0,Black,1500.0,Automatic,7.0,220000000.0,Hybrid,2.0
Mazda,6,2019.0,22500.0,Red,2488.0,Automatic,5.0,425000000.0,Petrol,6.0
Daihatsu,Terios,2023.0,12500.0,White,1496.0,Automatic,7.0,219000000.0,Petrol,2.0
Daihatsu,Sigra,2019.0,47500.0,Silver,1197.0,Automatic,7.0,93000000.0,Petrol,6.0
Toyota,Rush,2021.0,42500.0,Maroon,1495.0,Automatic,7.0,210000000.0,Petrol,4.0
Jeep,Wrangler,2021.0,2500.0,Black,2000.0,Automatic,5.0,1495000000.0,Petrol,4.0
Land,Rover,2022.0,12500.0,Black,1997.0,Automatic,5.0,2650000000.0,Petrol,3.0
Daihatsu,Sigra,2023.0,12500.0,Grey,1197.0,Manual,7.0,121000000.0,Petrol,2.0
Mercedes,Benz,2019.0,32500.0,White,1991.0,Automatic,5.0,575000000.0,Petrol,6.0
Bmw,730Li,2017.0,47500.0,Black,1998.0,Automatic,5.0,730000000.0,Petrol,8.0
Bmw,330I,2021.0,27500.0,Black,1998.0,Automatic,5.0,609000000.0,Petrol,4.0
Kia,Sonet,2023.0,12500.0,White,1497.0,Automatic,5.0,229000000.0,Petrol,2.0
Hyundai,Stargazer,2023.0,37500.0,Silver,1497.0,Automatic,7.0,225000000.0,Petrol,2.0
Honda,Brio,2023.0,27500.0,White,1199.0,Automatic,5.0,152000000.0,Petrol,2.0
Lexus,Rx,2017.0,7500.0,Black,1998.0,Automatic,5.0,710000000.0,Petrol,8.0
Mercedes,Benz,2020.0,27500.0,Black,1991.0,Automatic,5.0,545000000.0,Petrol,5.0
Hyundai,Santa,2022.0,27500.0,Black,2151.0,Automatic,7.0,451000000.0,Diesel,3.0
Lexus,Lm,2022.0,22500.0,White,3456.0,Automatic,7.0,1275000000.0,Petrol,3.0
Lexus,Lx,2023.0,7500.0,Black,3445.0,Automatic,4.0,3100000000.0,Petrol,2.0
Lexus,Rx,2020.0,37500.0,White,1998.0,Automatic,5.0,825000000.0,Petrol,5.0
Mercedes,Benz,2023.0,7500.0,Black,1991.0,Automatic,5.0,845000000.0,Petrol,2.0
Toyota,Avanza,2023.0,22500.0,White,1329.0,Automatic,7.0,179000000.0,Petrol,2.0
Toyota,Fortuner,2022.0,42500.0,Black,2694.0,Automatic,7.0,425000000.0,Diesel,3.0
Mitsubishi,Pajero,2020.0,42500.0,Black,2442.0,Automatic,7.0,398000000.0,Diesel,5.0
Toyota,Calya,2021.0,92500.0,Grey,1197.0,Automatic,7.0,117000000.0,Petrol,4.0
Suzuki,Ertiga,2020.0,82500.0,Black,1462.0,Manual,7.0,168000000.0,Petrol,5.0
Hyundai,Creta,2023.0,17500.0,Silver,1497.0,Automatic,5.0,279000000.0,Petrol,2.0
Honda,Hr,2022.0,17500.0,White,1498.0,Automatic,5.0,299000000.0,Petrol,3.0
Toyota,Kijang,2024.0,7500.0,White,1987.0,Automatic,8.0,477000000.0,Hybrid,1.0
Honda,Hr,2018.0,87500.0,Grey,1497.0,Automatic,5.0,195000000.0,Petrol,7.0
Toyota,Alphard,2017.0,47500.0,Black,2494.0,Automatic,7.0,525000000.0,Petrol,8.0
Mazda,Cx,2019.0,132500.0,Black,2488.0,Automatic,7.0,285000000.0,Petrol,6.0
Dfsk,Glory,2019.0,87500.0,White,1498.0,Automatic,7.0,107000000.0,Petrol,6.0
Bmw,520I,2016.0,47500.0,Black,1997.0,Automatic,5.0,290000000.0,Petrol,9.0
Toyota,Sienta,2017.0,47500.0,Orange,1497.0,Automatic,7.0,150000000.0,Petrol,8.0
Honda,Cr,2018.0,72500.0,Grey,1498.0,Automatic,5.0,300000000.0,Petrol,7.0
Honda,Cr,2005.0,122500.0,Silver,1997.0,Manual,5.0,78000000.0,Petrol,20.0
Honda,Hr,2018.0,87500.0,Grey,1497.0,Automatic,5.0,197000000.0,Petrol,7.0
Toyota,Sienta,2018.0,67500.0,Orange,1497.0,Automatic,7.0,171000000.0,Petrol,7.0
Toyota,Yaris,2021.0,37500.0,Grey,1495.0,Automatic,5.0,210000000.0,Petrol,4.0
Mazda,Cx,2023.0,7500.0,Brown,2488.0,Automatic,5.0,475000000.0,Petrol,2.0
Toyota,Kijang,2024.0,22500.0,White,1987.0,Automatic,8.0,531000000.0,Petrol,1.0
Toyota,Kijang,2024.0,7500.0,Black,1987.0,Automatic,8.0,459000000.0,Petrol,1.0
Toyota,Land,2010.0,117500.0,Black,4461.0,Automatic,8.0,695000000.0,Diesel,15.0
Mercedes,Benz,2015.0,22500.0,Black,2996.0,Automatic,4.0,555000000.0,Petrol,10.0
Honda,Mobilio,2018.0,87500.0,Silver,1496.0,Automatic,7.0,197000000.0,Petrol,7.0
Toyota,Rush,2021.0,42500.0,Red,1495.0,Automatic,7.0,210000000.0,Petrol,4.0
Nissan,Serena,2019.0,52500.0,White,1997.0,Automatic,7.0,230000000.0,Petrol,6.0
Toyota,Rush,2019.0,52500.0,Black,1495.0,Manual,7.0,190000000.0,Petrol,6.0
Nissan,Serena,2019.0,62500.0,Black,1997.0,Automatic,7.0,240000000.0,Petrol,6.0
Toyota,Veloz,2022.0,72500.0,Silver,1496.0,Automatic,7.0,224000000.0,Petrol,3.0
Audi,A4,2002.0,82500.0,Silver,1984.0,Automatic,5.0,95000000.0,Petrol,23.0
Mini,Cooper,2023.0,7500.0,White,1998.0,Automatic,4.0,760000000.0,Petrol,2.0
Bmw,X5,2024.0,2500.0,Black,2998.0,Automatic,5.0,1475000000.0,Petrol,1.0
Honda,Cr,2024.0,7500.0,Maroon,1993.0,Automatic,5.0,642000000.0,Hybrid,1.0
Toyota,Fortuner,2022.0,22500.0,Black,2755.0,Automatic,7.0,495000000.0,Diesel,3.0
Hyundai,Stargazer,2022.0,47500.0,White,1497.0,Automatic,7.0,195000000.0,Petrol,3.0
Toyota,Fortuner,2023.0,22500.0,Black,2755.0,Automatic,7.0,500000000.0,Diesel,2.0
Toyota,Yaris,2021.0,17500.0,Red,1495.0,Automatic,5.0,213000000.0,Petrol,4.0
Toyota,Agya,2016.0,27500.0,White,998.0,Manual,5.0,97000000.0,Petrol,9.0
Honda,Brio,2022.0,37500.0,Grey,1199.0,Automatic,5.0,172000000.0,Petrol,3.0
Mini,Cooper,2018.0,47500.0,Blue,1998.0,Automatic,5.0,485000000.0,Petrol,7.0
Mitsubishi,Pajero,2021.0,27500.0,White,2442.0,Automatic,7.0,490000000.0,Diesel,4.0
Toyota,Kijang,2024.0,37500.0,Black,2393.0,Automatic,8.0,363000000.0,Diesel,1.0
Toyota,Rush,2020.0,82500.0,Purple,1495.0,Automatic,7.0,185000000.0,Petrol,5.0
Suzuki,Ertiga,2014.0,107500.0,Black,1373.0,Automatic,7.0,119000000.0,Petrol,11.0
Honda,Civic,2017.0,92500.0,Black,1498.0,Automatic,5.0,280000000.0,Petrol,8.0
Hyundai,Creta,2022.0,57500.0,Black,1497.0,Automatic,5.0,265000000.0,Petrol,3.0
Hyundai,Stargazer,2024.0,37500.0,White,1497.0,Automatic,7.0,235000000.0,Petrol,1.0
Nissan,Serena,2014.0,187500.0,White,1997.0,Automatic,7.0,130000000.0,Petrol,11.0
Toyota,Raize,2021.0,57500.0,Black,998.0,Automatic,5.0,179000000.0,Petrol,4.0
Toyota,Raize,2021.0,42500.0,Grey,998.0,Automatic,5.0,175000000.0,Petrol,4.0
Mercedes,Benz,2023.0,12500.0,Black,1332.0,Automatic,7.0,579000000.0,Petrol,2.0
Mitsubishi,Xpander,2024.0,2500.0,Silver,1499.0,Automatic,7.0,265000000.0,Petrol,1.0
Toyota,Camry,2010.0,187500.0,Black,2362.0,Automatic,5.0,130000000.0,Petrol,15.0
Toyota,Avanza,2020.0,77500.0,Silver,1329.0,Automatic,7.0,165000000.0,Petrol,5.0
Suzuki,Karimun,2012.0,92500.0,Black,996.0,Manual,5.0,68000000.0,Petrol,13.0
Mitsubishi,Xpander,2024.0,7500.0,White,1499.0,Automatic,7.0,295000000.0,Petrol,1.0
Mercedes,Benz,2023.0,2500.0,Black,2999.0,Automatic,5.0,2250000000.0,Petrol,2.0
Lexus,Rx,2018.0,52500.0,Black,1998.0,Automatic,5.0,685000000.0,Petrol,7.0
Mitsubishi,Pajero,2021.0,7500.0,Black,2442.0,Automatic,7.0,375000000.0,Diesel,4.0
Toyota,Fortuner,2020.0,127500.0,Black,2393.0,Automatic,7.0,419000000.0,Diesel,5.0
Bmw,X1,2016.0,37500.0,Grey,1499.0,Automatic,5.0,225000000.0,Petrol,9.0
Mitsubishi,Pajero,2020.0,7500.0,Black,2442.0,Automatic,7.0,345000000.0,Diesel,5.0
Mitsubishi,Pajero,2014.0,7500.0,Black,2477.0,Automatic,7.0,185000000.0,Diesel,11.0
Honda,Civic,2020.0,7500.0,Black,1498.0,Automatic,5.0,265000000.0,Petrol,5.0
Wuling,Almaz,2021.0,2500.0,Black,1451.0,Automatic,5.0,135000000.0,Petrol,4.0
Hyundai,Staria,2021.0,27500.0,Black,2199.0,Automatic,7.0,600000000.0,Diesel,4.0
Toyota,Alphard,2015.0,57500.0,Black,2493.0,Automatic,7.0,525000000.0,Petrol,10.0
Mitsubishi,Pajero,2019.0,117500.0,Black,2442.0,Automatic,7.0,323000000.0,Diesel,6.0
Bmw,330I,2018.0,32500.0,Black,1998.0,Automatic,5.0,489000000.0,Petrol,7.0
Toyota,Rush,2024.0,2500.0,White,1496.0,Automatic,7.0,257000000.0,Petrol,1.0
Mercedes,Benz,2020.0,7500.0,Yellow,1332.0,Automatic,5.0,645000000.0,Petrol,5.0
Mercedes,Benz,2023.0,2500.0,White,1991.0,Automatic,5.0,1550000000.0,Petrol,2.0
Bmw,320I,2018.0,22500.0,Black,1995.0,Automatic,5.0,339000000.0,Petrol,7.0
Mercedes,Benz,2017.0,37500.0,White,1991.0,Automatic,5.0,468000000.0,Petrol,8.0
Mercedes,Benz,2022.0,17500.0,Black,2999.0,Automatic,7.0,1500000000.0,Petrol,3.0
Lexus,Lx,2023.0,12500.0,Black,3445.0,Automatic,4.0,2950000000.0,Petrol,2.0
Toyota,Fortuner,2021.0,47500.0,Black,2393.0,Automatic,7.0,432000000.0,Diesel,4.0
Mg,Zs,2020.0,42500.0,Black,1498.0,Automatic,5.0,170000000.0,Petrol,5.0
Toyota,Veloz,2022.0,62500.0,Black,1496.0,Automatic,7.0,215000000.0,Petrol,3.0
Toyota,Calya,2022.0,12500.0,Grey,1197.0,Manual,7.0,121000000.0,Petrol,3.0
Toyota,Veloz,2022.0,37500.0,Black,1496.0,Automatic,7.0,215000000.0,Petrol,3.0
Toyota,Veloz,2023.0,37500.0,Silver,1496.0,Automatic,7.0,226000000.0,Petrol,2.0
Lexus,Gs,2017.0,32500.0,White,1998.0,Automatic,5.0,527000000.0,Petrol,8.0
Honda,Cr,2022.0,42500.0,Black,1498.0,Automatic,5.0,452000000.0,Petrol,3.0
Suzuki,Ertiga,2024.0,12500.0,White,1462.0,Automatic,7.0,225000000.0,Hybrid,1.0
Chevrolet,Trailblazer,2018.0,67500.0,Black,2499.0,Automatic,7.0,269000000.0,Diesel,7.0
Hyundai,Stargazer,2023.0,27500.0,Red,1497.0,Automatic,7.0,235000000.0,Petrol,2.0
Toyota,Yaris,2021.0,42500.0,Grey,1495.0,Automatic,5.0,210000000.0,Petrol,4.0
Ford,Ranger,2022.0,27500.0,Grey,1996.0,Automatic,5.0,510000000.0,Diesel,3.0
Toyota,Raize,2022.0,22500.0,Yellow,998.0,Automatic,5.0,185000000.0,Petrol,3.0
Lexus,Lbx,2024.0,2500.0,Grey,1490.0,Automatic,5.0,742000000.0,Petrol,1.0
Kia,Grand,2023.0,22500.0,Black,2151.0,Automatic,7.0,620000000.0,Diesel,2.0
Hyundai,Stargazer,2023.0,27500.0,White,1497.0,Automatic,7.0,210000000.0,Petrol,2.0
Mg,Zs,2022.0,7500.0,Silver,1498.0,Automatic,5.0,199000000.0,Petrol,3.0
Mazda,3,2021.0,42500.0,Grey,1998.0,Automatic,5.0,389000000.0,Petrol,4.0
Honda,Accord,2022.0,22500.0,Black,1498.0,Automatic,5.0,439000000.0,Petrol,3.0
Toyota,Kijang,2024.0,22500.0,White,1987.0,Automatic,8.0,508000000.0,Hybrid,1.0
Mitsubishi,Pajero,2022.0,57500.0,Grey,2442.0,Automatic,7.0,429000000.0,Diesel,3.0
Bmw,X1,2019.0,22500.0,Black,1499.0,Automatic,5.0,395000000.0,Petrol,6.0
Toyota,Raize,2023.0,17500.0,White,998.0,Automatic,5.0,214000000.0,Petrol,2.0
Toyota,Kijang,2022.0,32500.0,Black,1998.0,Automatic,8.0,298000000.0,Diesel,3.0
Hyundai,Staria,2022.0,62500.0,Black,2199.0,Automatic,9.0,565000000.0,Diesel,3.0
Kia,Grand,2018.0,47500.0,White,2199.0,Automatic,8.0,329000000.0,Diesel,7.0
Lexus,Ux,2019.0,22500.0,White,1987.0,Automatic,5.0,435000000.0,Petrol,6.0
Honda,Hr,2023.0,12500.0,Grey,1498.0,Automatic,5.0,325000000.0,Petrol,2.0
Toyota,Fortuner,2013.0,92500.0,Grey,2494.0,Automatic,7.0,239000000.0,Diesel,12.0
Hyundai,Creta,2023.0,37500.0,Black,1497.0,Automatic,5.0,269000000.0,Petrol,2.0
Mitsubishi,Pajero,2018.0,32500.0,Black,2442.0,Automatic,7.0,348000000.0,Diesel,7.0
Mercedes,Benz,2013.0,52500.0,Red,1991.0,Automatic,5.0,245000000.0,Petrol,12.0
Mercedes,Benz,2019.0,32500.0,Yellow,1332.0,Automatic,5.0,555000000.0,Petrol,6.0
Toyota,Voxy,2022.0,42500.0,Black,1986.0,Automatic,7.0,395000000.0,Petrol,3.0
Hyundai,H,2020.0,62500.0,Black,2497.0,Automatic,8.0,379000000.0,Diesel,5.0
Toyota,Agya,2024.0,7500.0,Grey,1200.0,Automatic,5.0,148000000.0,Petrol,1.0
Honda,Hr,2016.0,37500.0,White,1799.0,Automatic,5.0,219000000.0,Petrol,9.0
Hyundai,Santa,2021.0,22500.0,Black,2151.0,Automatic,7.0,447000000.0,Diesel,4.0
Mini,Cooper,2020.0,2500.0,Green,1499.0,Automatic,5.0,455000000.0,Petrol,5.0
Bmw,X1,2021.0,22500.0,Black,1499.0,Automatic,5.0,440000000.0,Petrol,4.0
Mercedes,Benz,2020.0,2500.0,Yellow,1332.0,Automatic,5.0,645000000.0,Petrol,5.0
Toyota,Alphard,2023.0,7500.0,Black,2494.0,Automatic,7.0,871000000.0,Petrol,2.0
Toyota,Yaris,2025.0,2500.0,White,1496.0,Automatic,5.0,385000000.0,Hybrid,0.0
Mazda,Cx,2023.0,17500.0,Grey,1496.0,Automatic,5.0,290000000.0,Petrol,2.0
Honda,Cr,2018.0,72500.0,Silver,1498.0,Automatic,5.0,300000099.0,Petrol,7.0
Lexus,Rx,2017.0,67500.0,Black,1998.0,Automatic,5.0,585000000.0,Petrol,8.0
Toyota,Camry,2021.0,22500.0,Black,2487.0,Automatic,5.0,389000000.0,Petrol,4.0
Peugeot,Rcz,2013.0,17500.0,White,1598.0,Automatic,4.0,445000000.0,Petrol,12.0
Mazda,Cx,2014.0,100000.0,Silver,2488.0,Automatic,5.0,145000000.0,Petrol,11.0
Honda,Freed,2013.0,87500.0,White,1497.0,Automatic,7.0,150000000.0,Petrol,12.0
Honda,Civic,2023.0,17500.0,White,1498.0,Automatic,5.0,460000000.0,Petrol,2.0
Nissan,Serena,2016.0,2500.0,Black,1997.0,Automatic,7.0,155000000.0,Petrol,9.0
Mazda,Cx,2012.0,112500.0,Red,2261.0,Automatic,5.0,119000000.0,Petrol,13.0
Ford,Ecosport,2015.0,77500.0,Orange,1499.0,Automatic,5.0,105000000.0,Petrol,10.0
Mercedes,Benz,2021.0,12500.0,Black,1991.0,Automatic,4.0,725000000.0,Petrol,4.0
Land,Rover,2023.0,2500.0,Black,2995.0,Automatic,5.0,3450000000.0,Petrol,2.0
Bmw,530I,2010.0,97500.0,Black,2979.0,Automatic,5.0,170000000.0,Petrol,15.0
Toyota,Avanza,2013.0,77500.0,Silver,1298.0,Manual,7.0,105000000.0,Petrol,12.0
Toyota,Raize,2021.0,12500.0,Yellow,998.0,Automatic,5.0,215000000.0,Petrol,4.0
Suzuki,Xl7,2024.0,17500.0,White,1500.0,Automatic,7.0,230000000.0,Hybrid,1.0
Wuling,Almaz,2022.0,52500.0,Black,1451.0,Automatic,7.0,187800000.0,Petrol,3.0
Lexus,Nx,2015.0,57500.0,White,1998.0,Automatic,5.0,435000000.0,Petrol,10.0
Chevrolet,Trax,2018.0,72500.0,Black,1399.0,Automatic,5.0,155000000.0,Petrol,7.0
Chevrolet,Spin,2015.0,152500.0,White,1485.0,Automatic,7.0,95000000.0,Petrol,10.0
Lexus,Rx,2018.0,37500.0,Black,1998.0,Automatic,5.0,635000000.0,Petrol,7.0
Suzuki,Jimny,2024.0,2500.0,Green,1500.0,Automatic,4.0,425000000.0,Petrol,1.0
Daihatsu,Terios,2017.0,172500.0,Silver,1496.0,Automatic,7.0,140000000.0,Petrol,8.0
Daihatsu,Sigra,2019.0,82500.0,Silver,1197.0,Automatic,7.0,108000000.0,Petrol,6.0
Suzuki,Xl7,2023.0,17500.0,Brown,1500.0,Manual,7.0,210000000.0,Hybrid,2.0
Honda,Cr,2009.0,157500.0,Black,2354.0,Automatic,5.0,95000000.0,Petrol,16.0
Toyota,Camry,2013.0,102500.0,Black,2494.0,Automatic,5.0,145000000.0,Petrol,12.0
Mitsubishi,Xpander,2018.0,52500.0,Black,1499.0,Automatic,7.0,220000000.0,Petrol,7.0
Mitsubishi,Xpander,2018.0,52500.0,Black,1499.0,Automatic,7.0,221000000.0,Petrol,7.0
Mitsubishi,Xpander,2020.0,72500.0,White,1499.0,Automatic,7.0,225000000.0,Petrol,5.0
Mitsubishi,Xpander,2019.0,72500.0,Silver,1499.0,Automatic,7.0,182500000.0,Petrol,6.0
Mitsubishi,Xpander,2017.0,72500.0,Silver,1499.0,Automatic,7.0,173000000.0,Petrol,8.0
Toyota,Alphard,2016.0,97500.0,Black,2494.0,Automatic,7.0,399000000.0,Petrol,9.0
Mercedes,Benz,2018.0,42500.0,White,1991.0,Automatic,5.0,410000000.0,Petrol,7.0
Toyota,Voxy,2019.0,37500.0,Black,1986.0,Automatic,7.0,289000000.0,Petrol,6.0
Audi,A5,2022.0,2500.0,Red,1984.0,Automatic,5.0,878000000.0,Petrol,3.0
Mazda,3,2020.0,47500.0,Grey,1998.0,Automatic,5.0,359000000.0,Petrol,5.0
Mazda,Cx,2017.0,37500.0,White,2488.0,Automatic,5.0,265000000.0,Petrol,8.0
Mini,Cooper,2012.0,52500.0,White,1600.0,Automatic,4.0,275000000.0,Petrol,13.0
Land,Rover,2023.0,7500.0,Black,2997.0,Automatic,5.0,5400000000.0,Hybrid,2.0
Mercedes,Benz,2014.0,52500.0,Black,1991.0,Automatic,5.0,245000000.0,Petrol,11.0
Mitsubishi,Xpander,2018.0,102500.0,Black,1499.0,Automatic,7.0,189000000.0,Petrol,7.0
Mercedes,Benz,2021.0,22500.0,Black,2999.0,Automatic,7.0,1195000000.0,Petrol,4.0
Lexus,Es,2024.0,12500.0,Grey,2487.0,Automatic,5.0,1095000000.0,Hybrid,1.0
Honda,Cr,2020.0,2500.0,Black,1993.0,Automatic,5.0,235000000.0,Petrol,5.0
Honda,Odyssey,2018.0,7500.0,Black,2356.0,Automatic,7.0,275000000.0,Petrol,7.0
Honda,City,2021.0,2500.0,Black,1498.0,Automatic,5.0,175000000.0,Petrol,4.0
Toyota,Kijang,2022.0,112500.0,Black,2393.0,Automatic,8.0,295000000.0,Petrol,3.0
Honda,Civic,2018.0,27500.0,Black,1498.0,Automatic,5.0,358000000.0,Petrol,7.0
Mercedes,Benz,2021.0,22500.0,Black,2999.0,Automatic,7.0,1175000000.0,Petrol,4.0
Land,Rover,2022.0,7500.0,Green,2995.0,Automatic,5.0,2650000000.0,Petrol,3.0
Mercedes,Benz,2018.0,22500.0,Black,2143.0,Automatic,5.0,635000000.0,Petrol,7.0
Mercedes,Benz,2015.0,42500.0,White,2996.0,Automatic,5.0,575000000.0,Petrol,10.0
Mercedes,Benz,2022.0,7500.0,Black,1496.0,Automatic,5.0,765000000.0,Petrol,3.0
Toyota,Alphard,2015.0,72500.0,Black,2494.0,Automatic,7.0,450000000.0,Petrol,10.0
Bentley,Bentayga,2018.0,7500.0,Black,5950.0,Automatic,4.0,3550000000.0,Petrol,7.0
Porsche,Panamera,2012.0,17500.0,Black,3605.0,Automatic,4.0,599000000.0,Petrol,13.0
Toyota,Vellfire,2014.0,72500.0,Black,2362.0,Automatic,7.0,299000000.0,Petrol,11.0
Lexus,Lx,2018.0,72500.0,Black,5663.0,Automatic,8.0,1575000000.0,Petrol,7.0
Toyota,Rush,2014.0,2500.0,Black,1495.0,Automatic,5.0,95000000.0,Petrol,11.0
Land,Rover,2021.0,17500.0,Brown,1997.0,Automatic,5.0,2300000000.0,Petrol,4.0
Bmw,430I,2021.0,7500.0,Blue,1998.0,Automatic,4.0,1075000000.0,Petrol,4.0
Mercedes,Benz,2015.0,22500.0,White,1991.0,Automatic,4.0,850000000.0,Petrol,10.0
Toyota,Land,2021.0,92500.0,Black,4461.0,Automatic,8.0,1750000000.0,Diesel,4.0
Lexus,Rx,2018.0,32500.0,Grey,1998.0,Automatic,5.0,699000000.0,Petrol,7.0
Suzuki,Jimny,2020.0,7500.0,Brown,1462.0,Automatic,4.0,395000000.0,Petrol,5.0
Lexus,Lm,2024.0,17500.0,Black,2487.0,Automatic,7.0,1900000000.0,Hybrid,1.0
Suzuki,Jimny,2023.0,7500.0,Brown,1462.0,Automatic,4.0,430000000.0,Petrol,2.0
Toyota,Kijang,2022.0,42500.0,White,2393.0,Automatic,7.0,465000000.0,Diesel,3.0
Toyota,Alphard,2015.0,72500.0,Black,2493.0,Automatic,7.0,450000000.0,Petrol,10.0
Toyota,Alphard,2017.0,72500.0,Black,2494.0,Automatic,7.0,560000000.0,Petrol,8.0
Toyota,Land,2018.0,52500.0,Black,4461.0,Automatic,8.0,1600000000.0,Diesel,7.0
Bmw,Z4,2023.0,2500.0,Blue,2993.0,Automatic,2.0,1485000000.0,Petrol,2.0
Bmw,430I,2023.0,2500.0,Blue,1998.0,Automatic,4.0,1200000000.0,Petrol,2.0
Mercedes,Benz,2022.0,27500.0,Black,2999.0,Automatic,7.0,1100000000.0,Petrol,3.0
Mercedes,Benz,2012.0,12500.0,Grey,5461.0,Automatic,4.0,850000000.0,Petrol,13.0
Mercedes,Benz,2018.0,22500.0,Black,2999.0,Automatic,5.0,850000000.0,Petrol,7.0
Bmw,730Li,2019.0,17500.0,Grey,1998.0,Automatic,5.0,900000000.0,Petrol,6.0
Mini,Cooper,2012.0,17500.0,Red,1600.0,Automatic,4.0,310000000.0,Petrol,13.0
Toyota,Camry,2020.0,37500.0,Black,2494.0,Automatic,5.0,325000000.0,Petrol,5.0
Bmw,X6,2024.0,2500.0,Black,2998.0,Automatic,5.0,1850000000.0,Petrol,1.0
Mercedes,Benz,2016.0,27500.0,Black,2996.0,Automatic,5.0,625000000.0,Petrol,9.0
Toyota,Vellfire,2024.0,7500.0,Black,2500.0,Automatic,7.0,1625000000.0,Hybrid,1.0
Bmw,840I,2022.0,7500.0,Black,2998.0,Automatic,4.0,1500000000.0,Petrol,3.0
Bmw,430I,2024.0,2500.0,Red,1998.0,Automatic,4.0,1675000000.0,Petrol,1.0
Lexus,Rx,2020.0,42500.0,Grey,1998.0,Automatic,5.0,775000000.0,Petrol,5.0
Mercedes,Benz,2018.0,22500.0,White,1991.0,Automatic,4.0,910000000.0,Petrol,7.0
Toyota,Vellfire,2021.0,42500.0,White,2494.0,Automatic,7.0,825000000.0,Petrol,4.0
Mercedes,Benz,2019.0,12500.0,Blue,1991.0,Automatic,5.0,690000000.0,Petrol,6.0
Mini,Countryman,2020.0,22500.0,Black,1998.0,Automatic,5.0,550000000.0,Petrol,5.0
Mercedes,Benz,2022.0,17500.0,Black,2999.0,Automatic,7.0,1075000000.0,Petrol,3.0
Toyota,Land,2024.0,2500.0,Black,3346.0,Automatic,5.0,2250000000.0,Diesel,1.0
Lexus,Lx,2023.0,7500.0,Black,3445.0,Automatic,4.0,3250000000.0,Petrol,2.0
