URL,Merk,Model,Harga,Tahun Produksi,Jarak Tempuh,Warna,ABS/EBD,Aspiration,Assembled,Auto parking,Aux,Bluetooth,Boot Space (litres),CD,CO2 Emission,Cruise control,Curtain Airbags,Direct Injection,Doors,Engine CC,Engine start,Front Airbags,Front Brakes,Front Rim (inches),Front Suspension,Front Thread,Front Tyre,Fuel Consumption (L/100km),Fuel Tank (litres),Fuel Type,Gear Type,Height (mm),Immobilizer,Kerb Weight (kg),Length (mm),Number of Gears,Other,Parking sensor,Peak Power (hp),Peak Torque (Nm),Radio,Rear Brakes,Rear Rim (inches),Rear Suspension,Rear Thread,Rear Tyre,Seat Capacity,Seat belts,Side Airbags,Stability control,Steering Turn,Steering Type,Top Speed (km/h),Transmission,USB,Wheel Base (mm),Width (mm),Error
https://www.carmudi.co.id/en/for-sale/toyota-alphard-g-dki-jakarta-kebon-jeruk/18040707,Toyota,Alphard G,185000000,2009,132500,Black,ABS,Naturally Aspirated,,,,,,CD Player,,,Airbags - Head for 1st Row,,5,2362,Starter Button,,Discs,16,MacPherson Strut,,215/65R16,,65,Petrol,,1890,,1950,4850,6,,Park Distance Control - Rear,170,220,Radio - Analogue,Discs,16,Torsion Beam,,215/65R16,7,,,Electronic Stability Control,,,,Automatic,,2950,1830,
https://www.carmudi.co.id/en/for-sale/opel-blazer-dki-jakarta-cipayung/18038542,Opel,Blazer,50000000,1996,22500,Blue,,Naturally Aspirated,,,,,,,,,,Direct FI: Multi Point,5,2198,,,Ventilated Discs,15,Independent double wishbone,,235/70 R15,,68,Petrol,5 Speed Manual,1651,,,4600,5,,,114,180,,Drums,15,Solid axle with leaf springs,,235/70 R15,5,,,,,Rack and Pinion with Power Steering,,Manual,,2718,2090,
https://www.carmudi.co.id/en/for-sale/toyota-voxy-dki-jakarta-pancoran/18029261,Toyota,Voxy,290000000,2018,112500,White,,Naturally Aspirated,,,,,,,,,,Electronic Fuel Injection (EFI),5,1986,,,Ventilated discs,16,MacPherson Strut with Coil Spring and Stabilizer,,205/60 R16,,55,Petrol,CVT,1835,,,4710,,,,152,193,,Solid disk,16,Torsion Beam with Coil Spring and Stabilizer,,205/60 R16,7,,,,,,,Automatic,,2850,1735,
https://www.carmudi.co.id/en/for-sale/daihatsu-sirion-dki-jakarta-kampung-ambon/18037709,Daihatsu,Sirion,145000000,2019,37500,Silver,ABS,Naturally Aspirated,,,,,,,,,,Electronic Fuel Injection (EFI),5,1329,Starter Button,,Ventilated Discs,R15,Mc Pherson Struts dengan per keong dan stabilizer,1475,185/55 R15,,36,Petrol,5-speed Manual,1525,Engine Immobiliser,980,3895,5,,,95,120,,Drums,R15,Torsion Beam dengan per keong,1465,185/55 R15,5,,Airbags - Side for 1st Row,Electronic Stability Control,10.2,Rack & Pinion dengan Power Steering,,Automatic,Audio - Aux Input USB Socket,2500,1735,
https://www.carmudi.co.id/en/for-sale/toyota-kijang-innova-g-dki-jakarta-kemayoran/18005828,Toyota,Kijang Innova G,195000000,2011,157500,Black,,Turbocharged,,,,,,CD Player,,,,Fuel injection,5,2494,,,Ventilated Discs,,Double wishbone with coil spring and stabilizer,1510,205/65 R15,,55,Diesel,5-speed manual,1745,,1600,4580,5,,Park Distance Control - Rear,102,200,,Drums,,4 Link with coil spring and lateral rod,1510,205/65 R15,8,,,,,,,Manual,,2750,1770,
https://www.carmudi.co.id/en/for-sale/honda-mobilio-e-dki-jakarta-sunter/18034451,Honda,Mobilio E,135000000,2016,67500,Grey,ABS,Naturally Aspirated,,,Audio - Aux Input Socket (MP3/CD/Cassette),,,CD Player,,,,Fuel Injection,5,1496,,Airbag - Passenger,Ventilated Discs,15,,1472,185/65 R15,,42,Petrol,CVT,1603,,,4386,,,,118,145,Radio - Analogue,Drums,15,,1475,185/65 R15,7,Seatbelt - Pretensioners 1st Row (Front),,,,,,Automatic,Audio - Aux Input USB Socket,2650,1683,
https://www.carmudi.co.id/en/for-sale/honda-brio-satya-e-dki-jakarta-cipayung/18037818,Honda,Brio Satya E,134567890,2022,37500,Black,ABS,Naturally Aspirated,,,Audio - Aux Input Socket (MP3/CD/Cassette),Bluetooth,,CD Player,,,,Indirect FI: Multi Point,5,1199,,Airbag - Passenger,Ventilated Discs,14,MacPherson Strut,1480,175/65 R14,,35,Petrol,5 speed,1485,Engine Immobiliser,,3800,5,,,90,110,Radio - Analogue,Drums,14,H-Shape Torsion Beam,1465,175/65 R14,5,Seatbelt - Pretensioners 1st Row (Front),,,,Rack & Pinion with Electric Power Steering,,Manual,Audio - Aux Input USB Socket,2405,1680,
https://www.carmudi.co.id/en/for-sale/honda-brio-satya-e-dki-jakarta-rawamangun/18027911,Honda,Brio Satya E,145000000,2022,27500,White,ABS,Naturally Aspirated,,,Audio - Aux Input Socket (MP3/CD/Cassette),Bluetooth,,CD Player,,,,Indirect FI: Multi Point,5,1199,,Airbag - Passenger,Ventilated Discs,14,MacPherson Strut,1480,175/65 R14,,35,Petrol,CVT with earth dreams technology,1485,Engine Immobiliser,,3800,5,,,90,110,Radio - Analogue,Drums,14,H-Shape Torsion Beam,1465,175/65 R14,5,Seatbelt - Pretensioners 1st Row (Front),,,,Rack & Pinion with Electric Power Steering,,Automatic,Audio - Aux Input USB Socket,2405,1680,
https://www.carmudi.co.id/en/for-sale/toyota-avanza-e-dki-jakarta-pesanggarahan/18027597,Toyota,Avanza E,97500000,2013,142500,White,,Naturally Aspirated,,,,,,,,,,Electronic Fuel Injection (EFI),5,1298,,,Ventilated Discs,14,MacPherson Strut with Coil Spring,1425,185/70 R14,,45,Petrol,4-speed Automatic,1695,,,4140,4,,,92,117,,Drums,14,4 Link Lateral rod with coil spring,1435,185/70 R14,7,,,,,Rack and Pinion with EPS and tilt steering,,Automatic,,2655,1660,
https://www.carmudi.co.id/en/for-sale/honda-hr-v-e-special-edition-dki-jakarta-cilandak/18025451,Honda,Hr V E Special Edition,325000000,2021,18000,Red,ABS,Naturally Aspirated,,,Audio - Aux Input Socket (MP3/CD/Cassette),Bluetooth,,,,Cruise Control,,Fuel Injection,5,1497,Starter Button,Airbag - Passenger,Ventilated Discs,17,MacPherson Strut,1535,215/55 R17,,,Petrol,CVT with Earth Dreams Technology,1580,Engine Immobiliser,,4294,,,,120,145,Radio - Analogue,Discs,17,H-Shape Torsion Beam,1540,215/55 R17,5,Seatbelt - Pretensioners 1st Row (Front),,Electronic Stability Control,,,,Automatic,Audio - Aux Input USB Socket,2610,1772,
https://www.carmudi.co.id/en/for-sale/mitsubishi-pajero-sport-dakar-4x2-dki-jakarta-cilandak/18023738,Mitsubishi,Pajero Sport Dakar 4X2,335000000,2016,72500,Grey,ABS,Turbocharged,,,Audio - Aux Input Socket (MP3/CD/Cassette),Bluetooth,,CD Player,,Cruise Control,,Direct Injection,5,2477,,Airbag - Passenger,Ventilated Discs,17,"Double Independent Wishbone, Coil Spring with Stab",1520,265/65R17,,70,Diesel,INVECS II (with Sport Mode),1840,Engine Immobiliser,1965,4695,5,Audio - Controls on Steering Column,Park Distance Control - Rear,178,350,Radio - Analogue,Drums,17,3 Link Coil Spring with Stabilizer,1515,265/65R17,7,Seatbelt - Pretensioners 1st Row (Front),,,11.2,Rack and Pinion,,Automatic,Audio - Aux Input USB Socket,2800,1815,
https://www.carmudi.co.id/en/for-sale/hyundai-creta-trend-dki-jakarta-pancoran/18023741,Hyundai,Creta Trend,215000000,2022,42500,White,ABS,Naturally Aspirated,,,,Bluetooth,416,,,,,Indirect FI: Multi Point,5,1497,Starter Button,Airbag - Passenger,Ventilated Discs,17,MacPherson Strut,1572,215/60R17,,,Petrol,IVT,1630,Engine Immobiliser,,4315,,,,115,144,Radio - Analogue,Discs,17,Coupled Torsion Beam Axle (CTBA),1576,215/60R17,5,,,Electronic Stability Control,,Column - Motor Driven Power Steering (C-MDPS),,Automatic,Audio - Aux Input USB Socket,2610,1790,
https://www.carmudi.co.id/en/for-sale/bmw-218i-gran-coupe-sport-dki-jakarta-cilandak/18023739,Bmw,218I Gran Coupe Sport,490000000,2022,17500,Black,ABS,Turbocharged,Officially Imported,,,Bluetooth,,,,Cruise Control,Airbags - Head for 1st Row,Direct FI,4,1499,,Airbag - Passenger,Ventilated Discs,17,McPherson strut,,,,,Petrol,7-speed Steptronic transmission with double clutch,,,,,7,,,140,220,Radio - Analogue,Discs,17,Multi-link,,,5,Seatbelt - Pretensioners 1st Row (Front),Airbags - Side for 1st Row,Electronic Stability Control,,rack and pinion,,Automatic,Audio - Aux Input USB Socket,,,
https://www.carmudi.co.id/en/for-sale/subaru-xv-premium-dki-jakarta-kebayoran-baru/18023544,Subaru,Xv Premium,168000000,2013,82500,Silver,ABS,Naturally Aspirated,,,Audio - Aux Input Socket (MP3/CD/Cassette),Bluetooth,,CD Player,,Cruise Control,,Direct FI: Multi Point,5,1995,,Airbag - Passenger,Ventilated Discs,17,MacPherson strut,,225/55,,60,Petrol,CVT,1615,Engine Immobiliser,1430,4450,5,,Park Distance Control - Rear,150,196,Radio - Analogue,Discs,17,Double wishbone,,225/55,5,Seatbelt - Pretensioners 1st Row (Front),,Electronic Stability Control,,Electric power steering,,Automatic,Audio - Aux Input USB Socket,2635,1780,
https://www.carmudi.co.id/en/for-sale/toyota-limo-dki-jakarta-pesanggarahan/18023543,Toyota,Limo,88000000,2016,67500,Black,ABS,Naturally Aspirated,,,Audio - Aux Input Socket (MP3/CD/Cassette),,,,131,,Airbags - Head for 1st Row,Fuel injection,4,1496,,,Discs,,MacPherson strut,,,,42,Petrol,5 speed manual,1475,Engine Immobiliser,,4425,5,,,109,140,Radio - Analogue,,,Twist-beam,,,5,,,Electronic Stability Control,,,,Manual,Audio - Aux Input USB Socket,2550,1730,
https://www.carmudi.co.id/en/for-sale/volkswagen-golf-tsi-dki-jakarta-tanjung-barat/18023360,Volkswagen,Golf Tsi,220000000,2014,92500,White,ABS,Supercharged,,,,Bluetooth,,,116,Cruise Control,,Direct Injection,5,1395,Starter Button,,Ventilated Discs,17,,1549,225/45,,50,Petrol,7 Speed DSG,1425,,,4255,7,,,140,250,Radio - Analogue,Discs,17,,1520,225/45,5,,,,10.9,,212,Automatic,,2637,1799,
https://www.carmudi.co.id/en/for-sale/toyota-camry-g-dki-jakarta-grogol/18023370,Toyota,Camry G,179000000,2016,92500,White,ABS,Naturally Aspirated,,,,,,,,,,Electronic Fuel Injection (EFI),4,2494,,,Ventilated discs,R 16,Mac pherson struts,1580,215 / 60 R 16,,70,Petrol,6-speed Automatic,1470,,,4850,6,,,181,220,Radio - Analogue,Discs,R 16,Dual link,1570,215 / 60 R 16,5,,Airbags - Side for 1st Row,,,Rack & pinion,,Automatic,,2775,1825,
https://www.carmudi.co.id/en/for-sale/honda-jazz-i-dsi-dki-jakarta-pulo-gadung/18023366,Honda,Jazz I Dsi,65000000,2004,187500,Yellow,,Naturally Aspirated,,,,,,CD Player,,,,Fuel Injection,5,1497,,,Ventilated Discs,14,Mc pherson strut with coil spring and stabilizer,1456,175/65 R 14,,42,Petrol,Synchromesh 5 speeds,1485,,1045,3830,5,,,87,128,Radio - Analogue,Drums,14,H-Shape Torsion Beam,1446,175/65 R 14,5,Seatbelt - Pretensioners 1st Row (Front),,,9.4,Rack & pinion with power assisted,,Manual,,2450,1693,
https://www.carmudi.co.id/en/for-sale/nissan-serena-x-dki-jakarta-cilandak/18023144,Nissan,Serena X,118000000,2013,117500,Silver,ABS,Naturally Aspirated,,,Audio - Aux Input Socket (MP3/CD/Cassette),Bluetooth,280,CD Player,,Cruise Control,,Electronic Fuel Injection (EFI),5,1997,Starter Button,Airbag - Passenger,Ventilated Discs,16,Independent MacPherson Strut with Stabilizer,1480,195/60 R16,,60,Petrol,CVT,1865,Engine Immobiliser,1710,4685,,Audio - Controls on Steering Column,,147,206,Radio - Analogue,Discs,16,Torsion beam with stabilizer,1485,195/60 R16,7,Seatbelt - Pretensioners 1st Row (Front),,Electronic Stability Control,5.7,Rack and Pinion,,Automatic,Audio - Aux Input USB Socket,2860,1695,
https://www.carmudi.co.id/en/for-sale/nissan-serena-highway-star-dki-jakarta-tebet/18023148,Nissan,Serena Highway Star,175000000,2017,82500,Black,ABS,Naturally Aspirated,,,,Bluetooth,,CD Player,,Cruise Control,Airbags - Head for 1st Row,Electronic Fuel Injection (EFI),5,1997,Starter Button,,Ventilated Discs,16,Independent McPherson Strut with Stabilizer,1480,195/60 R16,,60,Petrol,CVT,1865,Engine Immobiliser,1580,4770,,Audio - Controls on Steering Column,Park Distance Control - Rear,147,206,Radio - Analogue,Discs,16,Torsion Beam with Stabilizer,1465,195/60 R16,7,Seatbelt - Pretensioners 1st Row (Front),,Electronic Stability Control,5.7,Rack and Pinion,,Automatic,Audio - Aux Input USB Socket,2860,1735,
https://www.carmudi.co.id/en/for-sale/suzuki-jimny-3-door-1-tone-dki-jakarta-pesanggarahan/18023141,Suzuki,Jimny 3 Door 1 Tone,425000000,2022,27500,Green,ABS,Naturally Aspirated,Official Import,,,Bluetooth,,,,,,Multi-Point Fuel Injection,3,1462,,Airbag - Passenger,Ventilated Discs,15,3-Link Rigid Axle with Coil Spring,1395,195/80 R15,,40,Petrol,4-speed automatic,1720,,1100,3625,4,,,102,130,Radio - Analogue,Drums,15,3-Link Rigid Axle with Coil Spring,1405,195/80 R15,4,,,,4.9,Recirculating Ball,,Automatic,Audio - Aux Input USB Socket,2250,1645,
https://www.carmudi.co.id/en/for-sale/honda-br-v-prestige-honda-sensing-dki-jakarta-pancoran/18023146,Honda,Br V Prestige Honda Sensing,258000000,2022,47500,White,ABS,Naturally Aspirated,,,,Bluetooth,,,,,Airbags - Head for 1st Row,Fuel Injection,5,1498,Starter Button,,Ventilated Discs,17,MacPherson strut,1540,215 / 55 R 17,,,Petrol,Continuously Variable Transmission,1685,Engine Immobiliser,,4490,7,,Park Distance Control - Rear,121,145,Radio - Analogue,Drums,17,H-Shape Torsion Beam,1540,215 / 55 R 17,7,,,Electronic Stability Control,,,,Automatic,Audio - Aux Input USB Socket,2700,1780,
https://www.carmudi.co.id/en/for-sale/nissan-serena-x-dki-jakarta-cilandak/18022935,Nissan,Serena X,259000000,2019,122500,Black,ABS,Naturally Aspirated,,,Audio - Aux Input Socket (MP3/CD/Cassette),Bluetooth,280,CD Player,,Cruise Control,Airbags - Head for 1st Row,Electronic Fuel Injection (EFI),5,1997,Starter Button,,Ventilated Discs,16,"Independent Strut, Single Action, Coil Springs wit",1480,195/60 R16,,60,Petrol,CVT with ECO,1865,Engine Immobiliser,1710,4690,,Audio - Controls on Steering Column,,150,199,Radio - Analogue,Discs,16,"Torsion Beam, Single Action, Coil Springs with Sta",1485,195/60 R16,7,Seatbelt - Pretensioners 1st Row (Front),,Electronic Stability Control,5.7,Rack and Pinion,,Automatic,Audio - Aux Input USB Socket,2860,1695,
